PcHyp_1	PcHyp_2	PcHyp_3	LaPc18_1	LaPc18_2	LaPc18_3	LaPc30_1	LaPc30_2	LaPc30_3	LaPc48_1	LaPc48_2	LaPc48_3
IUM83_03371	2058	1780	1657	11	32	4	192	163	70	234	363	320
IUM83_03372	2	4	4	0	0	0	0	1	0	0	0	0
IUM83_03373	4194	4197	4251	26	42	6	237	268	112	660	719	619
IUM83_03374	1	0	0	0	0	0	0	0	0	0	0	1
IUM83_03375	504	536	596	4	7	6	27	33	16	70	104	78
IUM83_03376	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03377	926	734	959	48	42	15	176	169	72	170	320	174
IUM83_03378	456	353	407	2	4	1	18	15	11	60	62	54
IUM83_03379	541	469	474	2	5	2	35	23	15	57	104	77
IUM83_03380	9	17	6	0	0	0	0	0	0	0	1	0
IUM83_03381	1423	1205	1105	6	2	0	40	85	24	434	570	321
IUM83_03382	525	409	490	5	2	2	12	24	19	61	94	73
IUM83_03383	4140	3813	3592	5	7	1	70	95	26	389	459	364
IUM83_03384	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03385	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03386	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03387	4	2	11	0	0	0	1	0	0	1	2	0
IUM83_03388	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03389	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03390	949	891	967	23	39	21	186	178	66	327	391	290
IUM83_03391	6619	5417	6568	75	105	43	837	681	339	801	1524	1356
IUM83_03392	3297	3165	3409	34	64	24	335	311	131	428	706	539
IUM83_03393	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03394	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03395	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03396	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03397	1805	1865	1528	1	4	1	92	124	19	177	328	287
IUM83_03398	2571	2198	2406	29	29	11	218	163	94	346	462	382
IUM83_03399	2	1	2	0	0	0	0	0	0	0	0	0
IUM83_03400	6795	5878	7680	0	5	6	591	497	144	1843	4261	4298
IUM83_03401	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03402	1381	1196	1089	13	12	4	111	85	51	168	287	122
IUM83_03403	973	860	929	10	13	1	136	85	40	130	178	131
IUM83_03404	1	1	0	0	0	0	0	0	0	0	0	0
IUM83_03405	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03406	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03407	3693	3029	2936	58	61	13	367	271	130	342	539	632
IUM83_03408	661	573	655	0	0	0	0	6	1	42	102	89
IUM83_03409	1258	1252	1469	0	0	0	0	10	3	116	166	161
IUM83_03410	5820	5704	6396	30	41	10	332	301	129	456	719	596
IUM83_03411	1535	1570	1704	8	12	8	205	240	70	310	561	488
IUM83_03412	74	113	35	0	0	0	4	1	1	2	4	4
IUM83_03413	24	16	23	0	0	0	8	6	0	77	145	64
IUM83_03414	592	528	616	52	63	19	185	136	72	137	187	180
IUM83_03415	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03416	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03417	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03418	396	425	383	2	8	0	30	24	21	43	53	76
IUM83_03419	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03420	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03421	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03422	453	497	428	11	14	3	90	72	28	93	135	157
IUM83_03423	503	347	417	18	24	15	77	59	35	70	65	111
IUM83_03424	93272	97334	76207	2265	3678	1081	16511	13821	6624	25335	35725	26690
IUM83_03425	1	2	3	0	0	0	0	0	0	0	1	0
IUM83_03426	556	472	537	6	3	1	46	24	17	63	71	48
IUM83_03427	814	663	720	5	13	3	98	94	52	160	212	226
IUM83_03428	2886	2381	2717	3	2	0	49	75	28	174	309	303
IUM83_03429	3	2	2	0	0	0	0	0	0	0	4	1
IUM83_03430	1856	1725	2057	0	1	0	13	27	9	199	389	411
IUM83_03431	564	309	298	19	21	8	123	135	50	132	188	166
IUM83_03432	456	429	500	59	76	25	465	414	195	555	958	885
IUM83_03433	1143	1159	1103	17	33	7	180	143	45	173	248	264
IUM83_03434	890	941	964	117	151	66	728	430	223	446	709	627
IUM83_03435	69	134	87	0	1	0	20	7	2	16	42	16
IUM83_03436	1566	1340	1958	10	19	8	139	130	56	176	277	215
IUM83_03437	20977	18944	20127	80	91	29	1732	1128	517	1838	3685	3562
IUM83_03438	335	221	432	0	0	0	7	8	1	25	38	18
IUM83_03439	5676	4514	5453	24	34	24	338	391	157	907	1483	1167
IUM83_03440	7	8	4	0	0	0	0	0	0	0	4	0
IUM83_03441	48	40	28	0	0	0	0	0	0	0	0	0
IUM83_03442	13	13	14	0	0	0	0	0	0	0	1	0
IUM83_03443	7	4	4	34	24	3	148	101	54	52	45	42
IUM83_03444	23	11	39	1	0	0	2	3	1	0	0	2
IUM83_03445	22	28	53	1	1	1	0	1	0	0	3	3
IUM83_03446	45	27	16	92	99	43	573	394	273	159	275	301
IUM83_03447	666	439	673	4	0	0	28	11	14	66	82	63
IUM83_03448	0	0	0	0	0	0	0	1	1	2	2	4
IUM83_03449	25	40	29	1	0	1	2	1	0	7	8	11
IUM83_03450	146	137	124	0	2	0	17	45	11	78	114	106
IUM83_03451	42	61	52	0	0	0	2	6	0	22	89	133
IUM83_03452	37	34	24	0	0	0	2	4	2	10	10	22
IUM83_03453	367	341	380	6	3	1	38	33	5	32	56	57
IUM83_03454	343	304	276	4	12	3	51	31	32	40	57	55
IUM83_03455	1285	1120	1179	11	4	3	70	75	22	168	218	177
IUM83_03456	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03457	533	508	486	1	12	1	46	35	25	86	101	75
IUM83_03458	144	86	158	0	0	1	3	1	1	5	17	6
IUM83_03459	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03460	369	294	281	0	3	2	14	21	8	62	80	72
IUM83_03461	177	186	166	0	0	1	14	10	5	41	44	40
IUM83_03462	3349	3589	3332	29	49	11	562	568	196	1339	2153	1256
IUM83_03463	3	10	0	0	0	0	0	0	0	0	1	1
IUM83_03464	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03465	2	4	0	0	0	0	0	0	0	0	0	0
IUM83_03466	1	0	0	0	6	0	18	16	2	7	9	4
IUM83_03467	646	681	564	6	9	2	159	127	55	146	249	216
IUM83_03468	2182	1761	2338	34	30	16	192	145	89	229	334	308
IUM83_03469	9	15	6	2	0	0	0	0	0	0	0	0
IUM83_03470	2033	1623	1649	25	33	9	213	253	77	565	670	412
IUM83_03471	1815	1783	1665	18	22	8	130	155	68	407	526	370
IUM83_03472	4820	4161	4244	10	18	4	163	192	63	904	1172	610
IUM83_03473	653	796	563	5	2	0	25	23	12	125	154	115
IUM83_03474	559	819	677	2	8	8	65	74	20	214	275	191
IUM83_03475	1073	888	1099	5	11	1	120	129	43	497	628	326
IUM83_03476	1075	874	988	3	7	4	39	54	13	89	121	72
IUM83_03477	634	512	558	1	1	3	39	34	11	72	103	54
IUM83_03478	71	137	93	0	3	0	1	1	1	7	11	6
IUM83_03479	27	63	41	6	18	0	37	23	18	42	28	38
IUM83_03480	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03481	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03482	5	2	2	0	0	0	0	0	0	0	0	0
IUM83_03483	122	102	109	0	0	0	1	0	0	11	10	15
IUM83_03484	85	64	116	0	0	0	3	5	1	14	33	15
IUM83_03485	6329	4554	5240	13	6	4	67	47	35	219	252	241
IUM83_03486	1063	942	877	2	0	0	12	24	6	71	205	228
IUM83_03487	261	269	197	5	3	1	30	11	8	13	23	10
IUM83_03488	3	7	3	1	3	1	18	7	5	4	10	8
IUM83_03489	940	1085	698	1	7	3	31	32	15	82	151	143
IUM83_03490	172	128	101	18	27	11	129	78	63	70	111	123
IUM83_03491	161458	161909	145309	3047	4254	1274	30838	26554	11267	30802	49418	43721
IUM83_03492	7329	5685	5132	18	42	19	176	122	57	323	614	542
IUM83_03493	3	0	0	20	28	7	324	265	186	153	149	188
IUM83_03494	66	61	67	3	4	1	13	24	7	51	77	64
IUM83_03495	100	94	85	0	0	0	1	4	0	6	8	4
IUM83_03496	2703	2292	2629	51	75	26	382	312	164	416	645	547
IUM83_03497	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03498	0	1	0	19	12	6	63	48	34	142	97	131
IUM83_03499	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03500	2050	1930	1869	7	14	5	139	114	36	339	435	404
IUM83_03501	4	2	6	2	4	0	19	44	5	20	24	27
IUM83_03502	2	1	0	350	463	181	1607	1156	1026	582	333	472
IUM83_03503	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03504	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03505	33	20	17	172	241	143	353	357	337	272	137	180
IUM83_03506	888	731	744	0	0	0	16	33	11	141	154	111
IUM83_03507	840	956	1003	0	0	0	4	14	7	87	174	264
IUM83_03508	1271	1032	1070	21	26	9	250	193	103	304	414	360
IUM83_03509	164	124	137	0	0	0	0	1	0	3	16	8
IUM83_03510	6648	5169	6047	41	68	22	560	500	196	743	1165	1187
IUM83_03511	511	598	532	65	104	31	437	322	128	236	385	323
IUM83_03512	269	241	268	6	2	0	25	36	15	64	87	72
IUM83_03513	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03514	13	12	16	9	9	2	192	157	77	100	110	125
IUM83_03515	8105	9511	10388	0	0	0	35	199	33	1002	2094	2345
IUM83_03516	26	30	20	0	0	0	0	0	0	1	0	0
IUM83_03517	2268	1675	1572	10	11	2	156	186	66	523	684	522
IUM83_03518	60	53	88	0	0	0	1	2	1	7	11	27
IUM83_03519	1535	1109	1367	17	33	4	284	288	102	355	834	500
IUM83_03520	3767	2964	2681	62	82	35	603	428	173	864	1029	879
IUM83_03521	6	18	17	0	0	0	0	0	0	16	4	11
IUM83_03522	83929	97396	57033	2264	4110	1195	15272	13286	7349	24490	35264	23908
IUM83_03523	511	1460	355	3	2	0	63	110	19	146	190	137
IUM83_03524	136	90	34	0	0	0	6	22	2	16	57	14
IUM83_03525	660	709	556	2	11	1	57	90	43	293	344	136
IUM83_03526	2999	2631	3054	82	151	40	752	566	280	959	1499	1120
IUM83_03527	10452	12989	9063	42	44	10	418	470	169	1511	2079	1481
IUM83_03528	5275	5591	4982	0	0	0	2	7	7	137	261	186
IUM83_03529	1920	1743	1808	37	62	18	261	185	103	338	527	370
IUM83_03530	30830	19691	24789	3	11	2	29	23	10	137	358	359
IUM83_03531	54	66	61	1	11	0	52	32	16	33	74	70
IUM83_03532	1701	2023	1132	0	0	0	0	0	0	0	1	14
IUM83_03533	1240	1346	920	0	0	0	3	8	0	12	30	43
IUM83_03534	548	811	424	17	21	4	146	98	56	101	146	180
IUM83_03535	1	4	0	0	0	0	1	0	0	0	1	0
IUM83_03536	715	588	659	23	41	13	289	193	82	189	319	320
IUM83_03537	12533	11381	14174	517	795	271	4707	3360	1745	3715	6113	4661
IUM83_03538	2	3	0	0	0	0	1	0	0	0	2	0
IUM83_03539	40	60	43	1	1	0	0	2	1	11	11	5
IUM83_03540	114	127	162	0	0	0	0	1	0	4	15	14
IUM83_03541	379	369	314	9	8	1	104	86	39	161	177	103
IUM83_03542	5	4	4	0	1	0	3	5	1	4	2	2
IUM83_03543	2	3	2	0	0	0	0	0	0	1	1	1
IUM83_03544	3021	3197	3497	109	233	86	732	532	319	577	773	622
IUM83_03545	31	36	51	0	5	0	7	2	9	9	6	7
IUM83_03546	182	213	269	20	26	15	112	79	47	98	163	106
IUM83_03547	17	34	43	32	21	8	85	59	33	33	40	44
IUM83_03548	755	686	801	14	21	3	117	109	56	161	232	198
IUM83_03549	2294	2376	2045	18	33	5	160	164	59	266	386	343
IUM83_03550	2981	2394	2672	0	6	0	35	29	17	99	268	196
IUM83_03551	2350	2548	2978	20	56	19	261	196	86	320	469	451
IUM83_03552	4	20	3	0	0	0	0	0	1	10	5	10
IUM83_03553	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03554	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03555	1184	1049	1119	10	7	1	47	57	18	100	149	149
IUM83_03556	7	2	1	0	0	0	2	0	0	0	1	2
IUM83_03557	327	229	284	5	6	1	34	53	15	63	125	100
IUM83_03558	8386	7228	8392	124	203	47	1059	834	444	1475	1971	1641
IUM83_03559	380	326	249	2	2	0	8	12	5	41	52	60
IUM83_03560	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03561	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03562	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03563	78	40	44	0	1	0	2	4	0	8	12	11
IUM83_03564	1340	1110	1317	13	6	1	77	86	44	181	266	226
IUM83_03565	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03566	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03567	0	3	2	0	0	0	0	0	0	2	0	1
IUM83_03568	3	8	5	0	0	0	0	0	0	1	0	0
IUM83_03569	2096	5202	1304	22	36	9	219	211	83	474	559	389
IUM83_03570	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_03571	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03572	0	0	0	0	0	0	0	0	0	0	1	0
IUM83_03573	3	0	1	0	0	0	0	0	0	0	1	0
IUM83_03574	881	728	1077	152	258	93	743	529	319	370	522	332
IUM83_03575	825	877	1085	95	167	58	628	419	205	402	530	521
IUM83_03576	2166	2154	1638	8	9	1	105	96	28	257	393	299
IUM83_03577	1997	1451	1494	25	16	10	215	188	86	376	494	374
IUM83_03578	32313	27722	26752	155	255	55	2707	2813	1007	6164	10547	5913
IUM83_03579	401	189	290	0	0	0	2	8	2	6	12	11
IUM83_03580	402	471	423	37	65	32	665	802	280	1297	1597	625
IUM83_03581	1093	982	1125	1	1	0	60	99	33	470	639	679
IUM83_03582	169	215	158	1	0	0	17	6	3	13	25	14
IUM83_03583	45	22	20	4	4	1	46	33	20	131	186	183
IUM83_03584	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03585	4	4	4	10	18	12	138	179	83	415	490	591
IUM83_03586	5778	5739	5219	23	42	13	188	136	53	859	977	537
IUM83_03587	75	81	53	0	2	0	3	1	2	6	13	2
IUM83_03588	6423	5060	2894	0	0	0	137	177	23	225	780	93
IUM83_03589	33	41	22	0	0	0	4	1	0	4	5	0
IUM83_03590	3	5	8	2	4	2	167	88	20	59	85	92
IUM83_03591	0	0	0	0	0	0	3	0	0	3	0	0
IUM83_03592	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03593	1	0	0	0	0	0	13	1	0	0	2	1
IUM83_03594	0	1	2	0	0	0	3	0	0	0	0	0
IUM83_03595	1	0	0	0	0	0	0	0	0	0	3	0
IUM83_03596	4	3	0	0	0	0	0	0	0	0	0	0
IUM83_03597	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03598	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03599	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03600	0	6	0	0	0	0	0	0	0	0	0	0
IUM83_03601	1	2	1	0	0	0	0	0	0	0	0	0
IUM83_03602	5637	4394	4986	18	25	2	190	188	64	791	1131	916
IUM83_03603	6	13	4	126	138	71	457	330	231	347	410	543
IUM83_03604	2760	2747	2678	0	0	0	6	13	3	185	381	314
IUM83_03605	1	4	2	0	0	0	9	0	8	1	1	4
IUM83_03606	426	359	485	4	1	2	40	32	3	90	74	69
IUM83_03607	1512	1081	1324	26	49	10	259	261	115	295	427	313
IUM83_03608	1749	1474	2121	7	17	2	108	72	25	153	280	285
IUM83_03609	1091	1027	1204	27	17	9	188	140	70	172	264	239
IUM83_03610	1158	1162	914	5	10	3	63	43	28	160	166	107
IUM83_03611	1743	2171	1386	18	24	9	118	136	50	329	410	338
IUM83_03612	3618	2767	3103	20	40	15	274	281	103	479	729	587
IUM83_03613	6371	4200	6073	2	1	3	16	25	10	216	274	185
IUM83_03614	334	306	213	0	0	0	0	0	0	10	10	29
IUM83_03615	2646	1592	2204	0	0	0	4	3	0	18	57	70
IUM83_03616	17116	12174	13236	0	0	0	9	19	3	190	458	520
IUM83_03617	8459	6912	7515	672	1141	409	3885	2758	1711	2167	3512	2788
IUM83_03618	4069	3132	3957	130	193	73	843	693	335	797	1328	1048
IUM83_03619	186	88	119	0	0	0	9	2	0	10	48	4
IUM83_03620	385	224	327	0	0	0	1	2	0	18	56	14
IUM83_03621	1262	849	1100	0	0	0	1	19	2	265	248	225
IUM83_03622	3886	2760	2943	0	1	2	9	13	2	81	93	100
IUM83_03623	262	173	205	0	0	0	0	0	0	2	14	6
IUM83_03624	4872	5366	3811	0	0	0	4	1	1	32	136	62
IUM83_03625	8145	5695	6030	99	116	30	907	933	336	1320	2327	1454
IUM83_03626	394	369	529	15	29	5	193	162	74	159	265	175
IUM83_03627	2426	880	1113	0	0	0	90	101	25	93	251	248
IUM83_03628	63	42	50	0	0	0	20	9	3	14	43	14
IUM83_03629	1431	1320	1420	24	44	12	235	197	91	221	363	294
IUM83_03630	1484	1043	1196	7	6	8	85	67	35	249	318	327
IUM83_03631	22	15	12	0	0	0	0	1	0	0	0	0
IUM83_03632	18	19	10	9	7	0	21	14	13	21	17	32
IUM83_03633	947	812	1077	112	146	64	590	411	229	322	465	359
IUM83_03634	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_03635	1	0	0	0	0	0	0	0	0	0	0	0
IUM83_03636	0	0	0	0	0	0	0	0	0	6	0	4
IUM83_03637	0	0	0	0	1	0	1	0	1	0	1	6
IUM83_03638	9	7	4	9	8	1	242	210	75	751	954	789
IUM83_03639	2342	1922	1897	17	26	5	161	176	72	477	721	457
IUM83_03640	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03641	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03642	0	2	0	9	8	6	15	9	11	13	10	25
IUM83_03643	2	1	2	0	0	0	0	1	0	0	0	0
IUM83_03644	3	3	2	7	6	7	77	51	16	112	98	90
IUM83_03645	967	737	1226	10	14	4	293	249	78	519	787	901
IUM83_03646	35	11	22	5	0	0	20	27	9	11	7	24
IUM83_03647	179	58	112	764	1021	348	8469	5001	3195	3267	3934	4482
IUM83_03648	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03649	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03650	4	3	0	13	16	7	125	72	55	69	57	79
IUM83_03651	0	0	0	3	2	2	6	14	2	16	4	3
IUM83_03652	1	2	0	10	11	5	46	46	22	38	23	36
IUM83_03653	0	0	0	0	0	0	0	0	0	0	1	0
IUM83_03654	352	182	141	296	272	90	2243	1960	1131	1416	1616	1720
IUM83_03655	7	4	5	0	17	0	156	98	36	75	108	121
IUM83_03656	1352	1010	1121	1	6	2	30	40	12	129	159	125
IUM83_03657	1314	1159	1293	0	1	0	10	35	4	216	462	350
IUM83_03658	20	7	13	25	34	3	340	313	141	252	228	235
IUM83_03659	1971	2622	1628	3	14	6	79	105	26	255	360	267
IUM83_03660	32202	33152	27325	386	550	134	4734	4741	1694	9838	17289	12285
IUM83_03661	0	0	0	0	0	0	3	1	0	10	17	7
IUM83_03662	16	21	2	0	0	0	4	12	0	22	92	29
IUM83_03663	5871	6431	4970	24	75	15	1864	1497	525	4833	7237	6518
IUM83_03664	579	428	562	37	67	20	232	169	92	125	221	97
IUM83_03665	8581	7429	8199	90	139	50	910	799	376	1037	1588	1518
IUM83_03666	261	215	217	0	0	0	7	9	3	14	25	18
IUM83_03667	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03668	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03669	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03670	0	0	0	169	282	132	533	372	334	254	242	239
IUM83_03671	0	1	2	49	45	12	481	412	182	244	236	293
IUM83_03672	0	1	0	6	10	5	361	320	67	1260	1937	3526
IUM83_03673	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03674	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03675	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03676	7	11	1	0	0	0	10	15	6	157	745	262
IUM83_03677	25	24	7	49	59	6	2520	3155	812	10745	17391	11039
IUM83_03678	204	108	112	172	225	56	1653	1341	631	1069	1167	1407
IUM83_03679	8	3	3	47	51	7	218	193	119	349	274	354
IUM83_03680	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03681	0	0	0	0	0	0	0	0	0	0	0	5
IUM83_03682	1	0	0	0	0	0	2	2	0	76	121	153
IUM83_03683	28	43	7	3	0	0	23	15	8	56	157	146
IUM83_03684	2	0	1	0	1	0	10	7	8	50	106	105
IUM83_03685	441	364	503	34	54	22	266	252	91	269	430	248
IUM83_03686	30	10	16	0	3	0	8	6	8	20	19	13
IUM83_03687	9	9	10	0	1	0	0	1	1	1	5	3
IUM83_03688	16	25	1	1	0	0	7	13	1	5	26	5
IUM83_03689	2052	2188	1926	14	17	5	186	178	67	450	623	487
IUM83_03690	50	44	55	0	3	0	5	10	6	14	37	28
IUM83_03691	67	72	109	0	0	0	5	2	0	6	17	26
IUM83_03692	389	270	256	28	34	22	169	137	84	82	123	147
IUM83_03693	938	1205	664	1	6	0	12	17	10	48	56	53
IUM83_03694	2921	2528	2435	23	16	5	353	307	109	484	615	521
IUM83_03695	245	482	254	3	4	0	19	42	5	152	204	76
IUM83_03696	93	82	92	18	17	5	133	91	49	68	91	125
IUM83_03697	46	29	46	2	0	0	7	9	1	17	23	17
IUM83_03698	556	298	480	30	57	11	234	154	102	194	204	217
IUM83_03699	8	1	2	0	0	0	0	0	0	0	0	0
IUM83_03700	3	1	0	0	0	0	0	0	0	0	0	0
IUM83_03701	3141	1848	2067	39	39	4	156	59	49	18	21	13
IUM83_03702	519	263	290	2	4	2	18	17	6	41	50	24
IUM83_03703	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03704	0	3	0	0	0	0	0	0	0	0	0	0
IUM83_03705	53	40	13	0	0	0	95	89	11	184	468	138
IUM83_03706	1814	2118	1327	0	0	0	40	40	13	65	132	143
IUM83_03707	828	924	645	25	22	11	390	290	157	301	506	494
IUM83_03708	62	72	51	0	0	0	0	0	0	3	0	0
IUM83_03709	187	238	126	0	0	0	0	1	0	0	0	5
IUM83_03710	2	3	3	0	0	0	0	0	0	0	0	3
IUM83_03711	9	17	13	0	0	0	0	0	0	0	3	1
IUM83_03712	4749	4403	4192	3	4	4	12	40	2	487	628	598
IUM83_03713	17	21	13	0	0	0	0	0	0	0	2	1
IUM83_03714	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03715	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03716	1	10	1	0	0	0	0	0	0	0	0	0
IUM83_03717	3	3	4	0	0	0	0	0	0	0	0	0
IUM83_03718	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03719	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03720	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03721	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03722	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03723	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03724	8	3	11	0	0	0	0	0	0	0	0	0
IUM83_03725	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03726	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03727	2	0	0	0	0	0	0	0	0	0	4	0
IUM83_03728	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03729	33	34	44	0	0	0	0	0	0	0	0	0
IUM83_03730	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03731	22	33	36	0	0	0	0	0	0	0	0	0
IUM83_03732	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03733	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03734	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03735	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03736	2	1	1	0	0	0	0	0	0	9	0	0
IUM83_03737	203	246	296	3	11	3	53	36	19	41	80	47
IUM83_03738	0	0	1	0	0	0	0	0	0	0	0	0
IUM83_03739	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03740	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03741	4	3	0	0	0	0	0	0	0	0	0	3
IUM83_03742	1	0	1	0	0	0	0	0	0	0	0	0
IUM83_03743	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03744	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03745	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03746	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03747	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03748	2	4	6	3	7	6	7	11	8	5	4	9
IUM83_03749	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03750	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03751	366	321	421	18	40	12	197	142	76	160	236	219
IUM83_03752	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03753	1024	818	1063	6	7	0	65	59	23	96	178	173
IUM83_03754	20	21	23	0	0	0	3	3	0	11	19	14
IUM83_03755	540	460	579	1	5	1	65	59	25	112	149	113
IUM83_03756	0	0	0	1	1	0	4	1	1	1	2	1
IUM83_03757	0	0	0	0	0	0	0	1	0	1	0	0
IUM83_03758	118	24	47	0	0	0	2	5	0	1	5	6
IUM83_03759	134	45	62	0	0	0	2	4	0	2	3	9
IUM83_03760	151	96	118	79	103	57	292	158	181	106	162	206
IUM83_03761	3	4	5	75	56	47	197	140	123	133	110	99
IUM83_03762	2	1	3	16	22	10	76	72	59	49	41	61
IUM83_03763	103	102	128	0	0	0	7	11	4	10	21	8
IUM83_03764	24	15	23	0	0	0	0	0	0	0	3	2
IUM83_03765	39	41	36	0	7	1	10	14	6	11	5	15
IUM83_03766	39	37	59	0	0	0	0	2	0	0	6	1
IUM83_03767	0	0	2	0	1	0	0	8	2	178	236	170
IUM83_03768	39	39	24	7	2	0	6	4	1	6	6	9
IUM83_03769	37	16	8	0	0	0	2	15	1	23	37	8
IUM83_03770	8344	5623	3638	5	20	8	17	69	13	94	176	68
IUM83_03771	3	0	2	0	0	0	0	0	0	0	0	0
IUM83_03772	2200	1750	1541	5	25	4	131	176	78	713	673	350
IUM83_03773	819	672	707	1	10	2	27	21	12	75	81	71
IUM83_03774	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03775	74	148	127	0	3	0	6	6	4	8	18	6
IUM83_03776	0	2	0	0	0	0	0	0	0	0	0	0
IUM83_03777	88	84	113	0	0	0	0	0	0	3	15	35
IUM83_03778	260	322	282	0	2	1	19	18	4	58	90	50
IUM83_03779	55	20	27	0	1	0	2	1	6	13	21	9
IUM83_03780	1	3	0	0	0	0	0	0	0	0	1	0
IUM83_03781	5037	5982	5423	348	466	190	2326	1792	812	3241	4464	4056
IUM83_03782	1	1	1	0	0	2	0	0	0	0	0	0
IUM83_03783	666	582	758	55	59	22	381	248	104	208	327	332
IUM83_03784	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03785	1	1	0	0	0	0	0	0	0	0	0	0
IUM83_03786	718	535	548	0	0	0	2	4	2	12	46	56
IUM83_03787	13	9	11	0	0	1	1	0	0	1	5	1
IUM83_03788	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03789	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_03790	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_03791	0	0	0	0	0	0	0	0	0	0	0	0
